C_tr,C_inf,Accuracy
1e+20,2e+17,0.5622222222222215
1e+20,2e+18,0.5744444444444432
1e+20,2e+19,0.588888888888887
1e+20,2e+20,0.6011111111111087
1e+20,2e+21,0.6133333333333304
1e+20,2e+22,0.6266666666666632
1e+20,2e+23,0.641111111111107
1e+20,2e+24,0.6522222222222176
1e+21,20000000000.0,0.0
1e+21,200000000000.0,0.0
1e+21,2000000000000.0,0.6455555555555512
1e+21,20000000000000.0,0.6611111111111061
1e+21,200000000000000.0,0.6811111111097325
1e+21,2000000000000000.0,0.6955555555342935
1e+21,2e+16,0.7099999996857821
1e+21,2e+17,0.7222222193907142
1e+21,2e+18,0.7344444165373935
1e+21,2e+19,0.7477774653934867
1e+21,2e+20,0.7611075131021513
1e+21,2e+21,0.7721955608068773
1e+21,2e+22,0.7852274528058659
1e+21,2e+23,0.7958575326855091
1e+21,2e+24,0.8017330198510475
1e+22,20000000000.0,0.0
1e+22,200000000000.0,0.0
1e+22,2000000000000.0,0.8033333333333221
1e+22,20000000000000.0,0.8244444444444323
1e+22,200000000000000.0,0.8388888888888761
1e+22,2000000000000000.0,0.8511111111110978
1e+22,2e+16,0.8622222222222085
1e+22,2e+17,0.8744444444444301
1e+22,2e+18,0.888888888888874
1e+22,2e+19,0.9011111111110957
1e+22,2e+20,0.9122222222222064
1e+22,2e+21,0.924444444444428
1e+22,2e+22,0.9366666666666495
1e+22,2e+23,0.9499999999999824
1e+22,2e+24,0.961111111111093
1e+23,20000000000.0,0.0
1e+23,200000000000.0,0.0
1e+23,2000000000000.0,0.0
1e+23,20000000000000.0,0.9799999999999812
1e+23,200000000000000.0,0.9999999999999802
1e+23,2000000000000000.0,0.9999999999999802
1e+23,2e+16,0.9999999999999802
1e+23,2e+17,0.9999999999999802
1e+23,2e+18,0.9999999999999802
1e+23,2e+19,0.9999999999999802
1e+23,2e+20,0.9999999999999802
1e+23,2e+21,0.9999999999999802
1e+23,2e+22,0.9999999999999802
1e+23,2e+23,0.9999999999999802
1e+23,2e+24,0.9999999999999802
1e+24,20000000000.0,0.0
1e+24,200000000000.0,0.0
1e+24,2000000000000.0,0.0
1e+24,20000000000000.0,0.993333333333314
1e+24,200000000000000.0,0.9999999999999802
1e+24,2000000000000000.0,0.9999999999999802
1e+24,2e+16,0.9999999999999802
1e+24,2e+17,0.9999999999999802
1e+24,2e+18,0.9999999999999802
1e+24,2e+19,0.9999999999999802
1e+24,2e+20,0.9999999999999802
1e+24,2e+21,0.9999999999999802
1e+24,2e+22,0.9999999999999802
1e+24,2e+23,0.9999999999999802
1e+24,2e+24,0.9999999999999802
1e+25,20000000000.0,0.0
1e+25,200000000000.0,0.0
1e+25,2000000000000.0,0.0
1e+25,20000000000000.0,0.0
1e+25,200000000000000.0,0.9999999999999802
1e+25,2000000000000000.0,0.9999999999999802
1e+25,2e+16,0.9999999999999802
1e+25,2e+17,0.9999999999999802
1e+25,2e+18,0.9999999999999802
1e+25,2e+19,0.9999999999999802
1e+25,2e+20,0.9999999999999802
1e+25,2e+21,0.9999999999999802
1e+25,2e+22,0.9999999999999802
1e+25,2e+23,0.9999999999999802
1e+25,2e+24,0.9999999999999802
2e+18,10000000000.0,0.0
2e+18,100000000000.0,0.15111111111111092
2e+18,1000000000000.0,0.20222222222222236
2e+18,10000000000000.0,0.23324165793053672
2e+18,100000000000000.0,0.24976981965771833
2e+18,1000000000000000.0,0.261217565032071
2e+18,1e+16,0.27444444444444666
2e+18,1e+17,0.2911111111111118
2e+18,1e+18,0.30444444444444524
2e+18,1e+19,0.321111111111112
2e+18,1e+20,0.3333333333333343
2e+18,1e+21,0.34777777777777885
2e+18,1e+22,0.3622222222222234
2e+18,1e+23,0.3755555555555568
2e+18,1e+24,0.39111111111111246
2e+19,10000000000.0,0.0
2e+19,100000000000.0,0.32222222222222313
2e+19,1000000000000.0,0.3633333333333345
2e+19,10000000000000.0,0.3888888888888902
2e+19,100000000000000.0,0.4033712707904192
2e+19,1000000000000000.0,0.4177777777777793
2e+19,1e+16,0.43222222222222384
2e+19,1e+17,0.44444444444444614
2e+19,1e+18,0.4600000000000018
2e+19,1e+19,0.4722222222222241
2e+19,1e+20,0.4855555555555575
2e+19,1e+21,0.5011111111111131
2e+19,1e+22,0.5122222222222237
2e+19,1e+23,0.5255555555555564
2e+19,1e+24,0.5400000000000003
2e+20,10000000000.0,0.0
2e+20,100000000000.0,0.0
2e+20,1000000000000.0,0.5266666666666675
2e+20,10000000000000.0,0.5499999999999998
2e+20,100000000000000.0,0.5644444444444436
2e+20,1000000000000000.0,0.5788888888888875
2e+20,1e+16,0.5922222222222202
2e+20,1e+17,0.6044444444444419
2e+20,1e+18,0.6188888888888857
2e+20,1e+19,0.6311111111111074
2e+20,1e+20,0.6433333333333291
2e+20,1e+21,0.6566666666666618
2e+20,1e+22,0.6711111111111057
2e+20,1e+23,0.6822222222222163
2e+20,1e+24,0.694444444444438
2e+21,10000000000.0,0.0
2e+21,100000000000.0,0.0
2e+21,1000000000000.0,0.6833333333333274
2e+21,10000000000000.0,0.7055555555555486
2e+21,100000000000000.0,0.7233333333332473
2e+21,1000000000000000.0,0.7399999999973463
2e+21,1e+16,0.7522222221965821
2e+21,1e+17,0.7655555552523726
2e+21,1e+18,0.7799999956977103
2e+21,1e+19,0.7911110789607758
2e+21,1e+20,0.8033330133183461
2e+21,1e+21,0.8166626824181556
2e+21,1e+22,0.8299560668955399
2e+21,1e+23,0.8407832755033195
2e+21,1e+24,0.8506254925481816
2e+22,10000000000.0,0.0
2e+22,100000000000.0,0.0
2e+22,1000000000000.0,0.0
2e+22,10000000000000.0,0.8699999999999859
2e+22,100000000000000.0,0.8822222222222076
2e+22,1000000000000000.0,0.8944444444444293
2e+22,1e+16,0.907777777777762
2e+22,1e+17,0.9199999999999837
2e+22,1e+18,0.9311111111110943
2e+22,1e+19,0.943333333333316
2e+22,1e+20,0.9555555555555377
2e+22,1e+21,0.9699999999999815
2e+22,1e+22,0.9811111111110922
2e+22,1e+23,0.9922222222222028
2e+22,1e+24,0.9999999999999802
2e+23,10000000000.0,0.0
2e+23,100000000000.0,0.0
2e+23,1000000000000.0,0.0
2e+23,10000000000000.0,0.9933333333333139
2e+23,100000000000000.0,0.9999999999999802
2e+23,1000000000000000.0,0.9999999999999802
2e+23,1e+16,0.9999999999999802
2e+23,1e+17,0.9999999999999802
2e+23,1e+18,0.9999999999999802
2e+23,1e+19,0.9999999999999802
2e+23,1e+20,0.9999999999999802
2e+23,1e+21,0.9999999999999802
2e+23,1e+22,0.9999999999999802
2e+23,1e+23,0.9999999999999802
2e+23,1e+24,0.9999999999999802
2e+24,10000000000.0,0.0
2e+24,100000000000.0,0.0
2e+24,1000000000000.0,0.0
2e+24,10000000000000.0,0.0
2e+24,100000000000000.0,0.9999999999999802
2e+24,1000000000000000.0,0.9999999999999802
2e+24,1e+16,0.9999999999999802
2e+24,1e+17,0.9999999999999802
2e+24,1e+18,0.9999999999999802
2e+24,1e+19,0.9999999999999802
2e+24,1e+20,0.9999999999999802
2e+24,1e+21,0.9999999999999802
2e+24,1e+22,0.9999999999999802
2e+24,1e+23,0.9999999999999802
2e+24,1e+24,0.9999999999999802
2e+25,10000000000.0,0.0
2e+25,100000000000.0,0.0
2e+25,1000000000000.0,0.0
2e+25,10000000000000.0,0.0
2e+25,100000000000000.0,0.9933333333333139
2e+25,1000000000000000.0,0.9999999999999802
2e+25,1e+16,0.9999999999999802
2e+25,1e+17,0.9999999999999802
2e+25,1e+18,0.9999999999999802
2e+25,1e+19,0.9999999999999802
2e+25,1e+20,0.9999999999999802
2e+25,1e+21,0.9999999999999802
2e+25,1e+22,0.9999999999999802
2e+25,1e+23,0.9999999999999802
2e+25,1e+24,0.9999999999999802
